alert,confidence,cweid,risk,wascid
Strict-Transport-Security Header Not Set,High,319,Low,15
Application Error Disclosure,Medium,200,Low,13
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Re-examine Cache-control Directives,Low,525,Informational,13
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Application Error Disclosure,Medium,200,Low,13
Application Error Disclosure,Medium,200,Low,13
Application Error Disclosure,Medium,200,Low,13
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Application Error Disclosure,Medium,200,Low,13
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Application Error Disclosure,Medium,200,Low,13
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Application Error Disclosure,Medium,200,Low,13
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Application Error Disclosure,Medium,200,Low,13
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Application Error Disclosure,Medium,200,Low,13
Strict-Transport-Security Header Not Set,High,319,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Information Disclosure - Suspicious Comments,Low,200,Informational,13
Application Error Disclosure,Medium,200,Low,13
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Modern Web Application,Medium,-1,Informational,-1
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Application Error Disclosure,Medium,200,Low,13
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Application Error Disclosure,Medium,200,Low,13
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Application Error Disclosure,Medium,200,Low,13
Information Disclosure - Suspicious Comments,Low,200,Informational,13
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Information Disclosure - Suspicious Comments,Low,200,Informational,13
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Modern Web Application,Medium,-1,Informational,-1
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Modern Web Application,Medium,-1,Informational,-1
Application Error Disclosure,Medium,200,Low,13
Application Error Disclosure,Medium,200,Low,13
Strict-Transport-Security Header Not Set,High,319,Low,15
Modern Web Application,Medium,-1,Informational,-1
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Re-examine Cache-control Directives,Low,525,Informational,13
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Re-examine Cache-control Directives,Low,525,Informational,13
X-Content-Type-Options Header Missing,Medium,693,Low,15
Application Error Disclosure,Medium,200,Low,13
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Application Error Disclosure,Medium,200,Low,13
Modern Web Application,Medium,-1,Informational,-1
Application Error Disclosure,Medium,200,Low,13
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Modern Web Application,Medium,-1,Informational,-1
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Information Disclosure - Suspicious Comments,Low,200,Informational,13
X-Content-Type-Options Header Missing,Medium,693,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Modern Web Application,Medium,-1,Informational,-1
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Information Disclosure - Suspicious Comments,Low,200,Informational,13
Modern Web Application,Medium,-1,Informational,-1
Re-examine Cache-control Directives,Low,525,Informational,13
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Modern Web Application,Medium,-1,Informational,-1
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Modern Web Application,Medium,-1,Informational,-1
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Re-examine Cache-control Directives,Low,525,Informational,13
Modern Web Application,Medium,-1,Informational,-1
Information Disclosure - Suspicious Comments,Low,200,Informational,13
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Modern Web Application,Medium,-1,Informational,-1
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Re-examine Cache-control Directives,Low,525,Informational,13
X-Content-Type-Options Header Missing,Medium,693,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Re-examine Cache-control Directives,Low,525,Informational,13
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Session Management Response Identified,Medium,-1,Informational,-1
Session Management Response Identified,Medium,-1,Informational,-1
Session Management Response Identified,Medium,-1,Informational,-1
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Cookie No HttpOnly Flag,Medium,1004,Low,13
Cookie without SameSite Attribute,Medium,1275,Low,13
Cookie Without Secure Flag,Medium,614,Low,13
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Absence of Anti-CSRF Tokens,Low,352,Medium,9
Modern Web Application,Medium,-1,Informational,-1
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Session Management Response Identified,Medium,-1,Informational,-1
Session Management Response Identified,Medium,-1,Informational,-1
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Session Management Response Identified,Medium,-1,Informational,-1
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Cookie No HttpOnly Flag,Medium,1004,Low,13
Cookie No HttpOnly Flag,Medium,1004,Low,13
Cookie without SameSite Attribute,Medium,1275,Low,13
Cookie without SameSite Attribute,Medium,1275,Low,13
Cookie Without Secure Flag,Medium,614,Low,13
Cookie Without Secure Flag,Medium,614,Low,13
Modern Web Application,Medium,-1,Informational,-1
Modern Web Application,Medium,-1,Informational,-1
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Cookie No HttpOnly Flag,Medium,1004,Low,13
Cookie without SameSite Attribute,Medium,1275,Low,13
Cookie Without Secure Flag,Medium,614,Low,13
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Absence of Anti-CSRF Tokens,Low,352,Medium,9
Modern Web Application,Medium,-1,Informational,-1
Strict-Transport-Security Header Not Set,High,319,Low,15
